Tech,Arch,Batch Size,Micro Batch Size,DP,Cycle,Latency,E_Compute,E_DRAM_Read,E_DRAM_Write,E_DRAM_Access,E_NOC_Hop,E_SRAM_Read,E_SRAM_Write,E_SRAM_Access,E_CIM_Local_Read,Total_Energy,P_Compute,P_DRAM_Read,P_DRAM_Write,P_DRAM_Access,P_NOC_Hop,P_SRAM_Read,P_SRAM_Write,P_SRAM_Access,P_CIM_Local_Read,P_Total_Power
7,DAVINCI,72,32,2,475209,0.475209,258533.1302399695,28311.552000000007,0,28311.552000000007,5021.761536000009,125868.44160002496,191527.64928008843,317396.0908801134,0,609262.534655691,1.0880817923901673,0.11915410692979303,0.0,0.11915410692979303,0.02113495971667207,0.5297393003921431,0.8060775333804218,1.335816833772565,0.0,2.5641876928075478
