Tech,Arch,Batch Size,Micro Batch Size,DP,Cycle,Latency,E_Compute,E_DRAM_Access,E_NOC_Hop,E_SRAM_Read,E_SRAM_Write,E_SRAM_Access,E_CIM_Local_Read,Total_Energy,P_Compute,P_DRAM_Access,P_NOC_Hop,P_SRAM_Read,P_SRAM_Write,P_SRAM_Access,P_CIM_Local_Read,P_Total_Power
22,CIM,72,1,4,380474,0.4755925,148832.9441279974,14155.77600000001,14205.321215999773,97108.62336001208,170633.72390407746,267742.3472640895,14143.979519998566,459080.36812788504,1.251768639143783,0.11905802551554123,0.11947472860484362,0.8167380550367138,1.4351254395649844,2.251863494601698,0.11895881049426613,3.861123698358448
