Arch,Batch Size,Micro Batch Size,DP,Cycle,Latency,E_Compute,E_DRAM_Read,E_DRAM_Write,E_DRAM_Access,E_NOC_Hop,E_SRAM_Read,E_SRAM_Write,E_SRAM_Access,E_CIM_Local_Read,Total_Energy,P_Compute,P_DRAM_Read,P_DRAM_Write,P_DRAM_Access,P_NOC_Hop,P_SRAM_Read,P_SRAM_Write,P_SRAM_Access,P_CIM_Local_Read,P_Total_Power
DAVINCI,60,64,2,422409,0.422409,470600.9088000221,25165.823999999997,0,25165.823999999997,14029.946880000021,198327.66463999776,303348.8424959506,475986.3951359536,0,1048238.8828159475,2228176.5246480173,119153.82484748194,0.0,119153.82484748194,66428.2573524713,939031.4346521867,606697.6849919012,2253675.443165054,0,4963146.53719948
