Arch,Batch Size,Micro Batch Size,DP,Cycle,Latency,E_Compute,E_DRAM_Read,E_DRAM_Write,E_DRAM_Access,E_NOC_Hop,E_SRAM_Read,E_SRAM_Write,E_SRAM_Access,E_CIM_Local_Read,Total_Energy,P_Compute,P_DRAM_Read,P_DRAM_Write,P_DRAM_Access,P_NOC_Hop,P_SRAM_Read,P_SRAM_Write,P_SRAM_Access,P_CIM_Local_Read,P_Total_Power
DAVINCI,72,64,2,475209,0.475209,529426.02240005,28311.551999999996,0,28311.551999999996,15783.690240000029,223118.6227199819,341267.4478079889,535484.6945279783,0,1179268.7431674767,2228181.799587339,119154.10692979298,0.0,119154.10692979298,66428.41461335972,939033.6576958009,682534.8956159778,2253680.7784700133,0,4963158.286848426
