Tech,Arch,Batch Size,Micro Batch Size,DP,Cycle,Latency,Max_Core_SRAM_Usage,Max_Core_SRAM_Core_Id,Peak_Total_SRAM_Usage,E_Compute,E_DRAM_Access,E_NOC_Hop,E_SRAM_Read,E_SRAM_Write,E_SRAM_Access,E_CIM_Local_Read,Total_Energy,P_Compute,P_DRAM_Access,P_NOC_Hop,P_SRAM_Read,P_SRAM_Write,P_SRAM_Access,P_CIM_Local_Read,P_Total_Power
7,CIM,1,1,2,21757,0.027196249999999998,17408,0,51200,3025.351475200055,8388.608000000006,148.79293440000023,4556.06272000003,11361.320960000023,15917.383680000054,128.97484800000083,27609.11093760236,0.2224829875589506,0.6168944615526042,0.010942165511789326,0.33505080443076013,0.8355064363653094,1.1705572407960696,0.009484752346371344,2.03036160776595
