Arch,Batch Size,Micro Batch Size,DP,Cycle,Latency,E_Compute,E_DRAM_Read,E_DRAM_Write,E_DRAM_Access,E_NOC_Hop,E_SRAM_Read,E_SRAM_Write,E_SRAM_Access,E_CIM_Local_Read,Total_Energy,P_Compute,P_DRAM_Read,P_DRAM_Write,P_DRAM_Access,P_NOC_Hop,P_SRAM_Read,P_SRAM_Write,P_SRAM_Access,P_CIM_Local_Read,P_Total_Power
CIM,72,1,4,380474,0.4755925,51463.32364801632,14155.77600000001,0,14155.77600000001,4519.585382400041,54499.73759999928,95763.82464006633,150263.5622400656,3990.159360000812,233759.54903046018,0.43283545176188704,0.11905802551554123,0.0,0.11905802551554123,0.03801225109647475,0.4583733982348273,0.8054275426131937,1.2638009408480209,0.03355948094219999,1.966049077985546
