Arch,Batch Size,Micro Batch Size,DP,Cycle,Latency,E_Compute,E_DRAM_Read,E_DRAM_Write,E_DRAM_Access,E_NOC_Hop,E_SRAM_Read,E_SRAM_Write,E_SRAM_Access,E_CIM_Local_Read,Total_Energy,P_Compute,P_DRAM_Read,P_DRAM_Write,P_DRAM_Access,P_NOC_Hop,P_SRAM_Read,P_SRAM_Write,P_SRAM_Access,P_CIM_Local_Read,P_Total_Power
CIM,60,2,4,316872,0.39608999999999994,125868.44160000661,11796.480000000009,0,11796.480000000009,11837.767680000115,80923.852800005,142194.76992002767,223118.62272003267,7500.595199999831,397355.8271999871,1.2711095114747317,0.11912928879800054,0.0,0.11912928879800054,0.11954624130879463,0.8172269211543336,1.435984447171377,2.2532113683257107,0.07574637279406024,4.0127832280541
