Arch,Batch Size,Micro Batch Size,DP,Cycle,Latency,E_Compute,E_DRAM_Read,E_DRAM_Write,E_DRAM_Access,E_NOC_Hop,E_SRAM_Read,E_SRAM_Write,E_SRAM_Access,E_CIM_Local_Read,Total_Energy,P_Compute,P_DRAM_Read,P_DRAM_Write,P_DRAM_Access,P_NOC_Hop,P_SRAM_Read,P_SRAM_Write,P_SRAM_Access,P_CIM_Local_Read,P_Total_Power
DAVINCI,72,32,2,475209,0.475209,529426.0224000539,28311.552000000007,0,28311.552000000007,15783.690240000049,224274.6777599836,341267.44780799415,535484.6945279854,0,1180424.7982074574,2.228181799587356,0.11915410692979303,0.0,0.11915410692979303,0.0664284146133598,0.9438991170621078,1.4362836049317,2.2536807784700432,0.0,4.968023746214644
