Arch,Batch Size,Micro Batch Size,DP,Cycle,Latency,E_Compute,E_DRAM_Read,E_DRAM_Write,E_DRAM_Access,E_NOC_Hop,E_SRAM_Read,E_SRAM_Write,E_SRAM_Access,E_CIM_Local_Read,Total_Energy,P_Compute,P_DRAM_Read,P_DRAM_Write,P_DRAM_Access,P_NOC_Hop,P_SRAM_Read,P_SRAM_Write,P_SRAM_Access,P_CIM_Local_Read,P_Total_Power
CIM,60,1,4,317162,0.3964525,125868.44160000692,11796.480000000009,0,11796.480000000009,11837.767679999926,80923.85280000782,142194.7699200696,223118.62272007743,11786.64960000019,401641.8815996367,1.2699472607690143,0.11902036183401551,0.0,0.11902036183401551,0.11943693310043374,0.8164796821814247,1.4346714415479243,2.251151123729349,0.11892117819915567,4.052358167494332
